,bill_number,title,short_title​,sponsor_party​,introduced_date​,enacted​,vetoed​,cosponsors_count​,cosponsors_R,cosponsors_D,cosponsors_I,primary_subject​,summary_short​,actions_count​,votes_count
65,HCONRES126,Expressing the condolences and deepest sympathies of the Congress in the aftermath of the recent school shooting at Red Lake High School in Red Lake Minnesota.,,D,2005-04-06,,,7,4,3,0,Commemorations,Declares that the House of Representatives condemns the tragic violence which occurred at Red Lake High School in Red Lake Minnesota. Honors: (1) the heroism and memory of Derrick Brun whose courageous actions and self-sacrifice no doubt saved the lives of others; (2) the heroism courage and memory of Daryl Lussier Michelle Sigana Neva Rogers Dewayne Lewis Chase Lussier Alicia Spike Thurlene Stillday and Chanelle Rosebear who lost their lives in this terrible tragedy; and (3) the ...,9,1
66,HRES208,Recognizing the University of Pittsburgh Dr. Jonas Salk the University of Michigan and Dr. Thomas Frances Jr. on the fiftieth anniversary of the discovery and the declaration that the Salk vaccine was potent virtually eliminating the disease and its harmful effects.,,R,2005-04-12,,,53,36,17,0,Commemorations,Recognizes: (1) the University of Pittsburgh and the University of Michigan on the 50th anniversary of the discovery of the Salk polio vaccine; (2) the pioneering achievement of Dr. Jonas Salk and his University of Pittsburgh research team in the vaccine's development; and (3) the field trials conducted by Dr. Thomas Francis Jr. and his University of Michigan team of statisticians and epidemiologists. Expresses appreciation to: (1) the University of Pittsburgh for the elimination of the dis...,10,1
67,HR6,To ensure jobs for our future with secure affordable and reliable energy.,Energy Policy Act of 2005,R,2005-04-18,,,2,2,0,0,Energy,Energy Policy Act of 2005 - Sets forth an energy research and development program covering: (1) energy efficiency; (2) renewable energy; (3) oil and gas; (4) coal; (5) Indian energy; (6) nuclear matters and security; (7) vehicles and motor fuels including ethanol; (8) hydrogen; (9) electricity; (10) energy tax incentives; (11) hydropower and geothermal energy; and (12) climate change technology. Title I: Energy Efficiency - Subtitle A: Federal Programs - (Sec. 101) Directs the Architect of t...,149,43
68,HR902,To improve circulation of the $1 coin create a new bullion coin provide for the redesign of the reverse of the Lincoln 1-cent coin in 2009 in commemoration of the 200th anniversary of the birth of President Abraham Lincoln.,Presidential $1 Coin Act of 2005,R,2005-02-17,,,1,0,1,0,Finance and financial sector,"Presidential $1 Coin Act of 2005 - Title I: Presidential $1 Coins - (Sec. 102) Amends Federal monetary law to set forth requirements for the redesign and issuance of circulating $1 coins emblematic of each President of the United States beginning January 1 2007 and ending when each President who has finished his or her period of service has been so honored. Requires inscription of the year of minting or issuance of the coin and the inscriptions ""E Pluribus Unum"" and ""In God We Trust"" to be ...",14,1
69,HCONRES81,Expressing the sense of Congress regarding the two-year anniversary of the human rights crackdown in Cuba.,,D,2005-03-02,,,56,31,25,0,International affairs,Condemns the arrest of more than 75 journalists labor union organizers civic leaders librarians and human rights activists as political prisoners in March 2003 and the Cuban regime's continuing crackdown against the internal opposition and the independent press. Expresses admiration and solidarity with the Cuban internal opposition and independent press. Demands that the Cuban regime release all political prisoners legalize all political parties labor unions and the press and hold fr...,10,1
70,HRES235,Providing for consideration of the resolution (H. Res. 22) expressing the sense of the House of Representatives that American small businesses are entitled to a Small Business Bill of Rights.,,R,2005-04-26,,,0,0,0,0,Congress,Sets forth the rule for consideration of the resolution (H. Res. 22) expressing the sense of the House of Representatives that American small businesses are entitled to a Small Business Bill of Rights.,10,1
71,HRES236,Providing for consideration of the bill (H.R. 748) to amend title 18 United States Code to prevent the transportation of minors in circumvention of certain laws relating to abortion and for other purposes.,,R,2005-04-26,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 748) to amend title 18 United States Code to prevent the transportation of minors in circumvention of certain laws relating to abortion.,10,1
72,HRES22,Expressing the sense of the House of Representatives that American small businesses are entitled to a Small Business Bill of Rights.,,R,2005-01-04,,,18,16,2,0,Commerce,Expresses the sense of the House of Representatives that American small businesses are entitled to a Small Business Bill of Rights which includes the right to: (1) join together to purchase affordable employee health insurance; (2) simplified tax laws that allow such businesses to survive; (3) be free from frivolous lawsuits and restrictive regulations and paperwork which hampers production and prevents job creation; (4) relief from high energy costs; (5) equal treatment when seeking access t...,17,1
73,HR748,To amend title 18 United States Code to prevent the transportation of minors in circumvention of certain laws relating to abortion and for other purposes.,Child Interstate Abortion Notification Act,R,2005-02-10,,,129,119,10,0,Crime and law enforcement,Child Interstate Abortion Notification Act - Amends the federal criminal code to prohibit transporting a minor across a state line to obtain an abortion (deems such transporting to be a de facto abridgment of the right of a parent under any law in the minors state of residence that requires parental involvement in the minors abortion decision). Makes an exception for an abortion necessary to safe the life of the minor. Protects from prosecution or civil liability the minor or the minors pa...,35,4
74,HRES241,Providing for the adoption of the resolution (H. Res. 240) amending the Rules of the House of Representatives to reinstate certain provisions of the rules relating to procedures of the Committee on Standards of Official Conduct to the form in which those provisions existed at the close of the 108th Congress.,,R,2005-04-27,,,0,0,0,0,Congress,Provides that upon the adoption of this resolution H.Res. 240 shall be adopted (amending the Rules of the House of Representatives to reinstate to the form in which they existed at the close of the 108th Congress certain rules provisions relating to procedures of the Committee on Standards of Official Conduct).,10,1
